COUNTRY,ID,Neighbourhood,Government,Scientist,Journalist,Doctor and Nurses,Philantropist,Traditional Healers
Ivory Coast,160051691,4,99,1,3,3,2,3
Ivory Coast,170173717,3,4,3,3,3,2,3
Ivory Coast,188981590,3,4,3,2,2,4,2
Ivory Coast,140662355,2,1,2,2,1,1,1
Ivory Coast,134638495,1,4,4,4,3,3,4
Ivory Coast,167841964,2,3,2,3,2,2,2
Ivory Coast,142333055,1,3,3,3,1,1,1
Ivory Coast,209699067,2,2,2,2,1,3,2
Ivory Coast,200511538,2,2,2,4,2,1,3
Ivory Coast,176432262,3,4,99,4,3,99,99
Ivory Coast,202888147,3,4,2,3,2,4,2
Ivory Coast,198556889,4,4,4,4,4,4,4
Ivory Coast,171741479,4,1,3,3,3,2,1
Ivory Coast,153795448,3,1,99,4,3,2,3
Ivory Coast,132531396,4,1,2,3,3,3,4
Ivory Coast,121012352,3,2,1,3,2,2,2
Ivory Coast,198287759,4,4,4,4,4,4,2
Ivory Coast,125486510,3,4,3,3,3,3,3
Ivory Coast,187350269,3,4,1,3,3,3,1
Ivory Coast,169665146,3,99,3,99,3,3,3
Ivory Coast,177516313,3,3,3,1,3,99,99
Ivory Coast,162933762,3,3,3,3,1,3,99
Ivory Coast,174212525,4,3,1,3,1,3,2
Ivory Coast,153512070,3,3,3,3,3,3,4
Ivory Coast,128047909,1,99,1,99,1,1,99
Ivory Coast,169410180,4,99,3,4,2,3,2
Ivory Coast,161382652,2,2,2,99,1,2,2
Ivory Coast,192626998,3,1,2,2,1,2,4
Ivory Coast,156710855,3,3,3,3,3,3,3
Ivory Coast,129658577,3,4,4,3,4,3,4
Ivory Coast,167877316,4,4,4,4,3,4,4
Ivory Coast,128818097,3,99,99,99,3,4,99
Ivory Coast,149399214,3,3,3,1,1,3,1
Ivory Coast,192194008,4,2,4,3,3,3,4
Ivory Coast,167982261,2,2,3,1,2,2,3
Ivory Coast,167753576,4,99,3,4,1,3,4
Ivory Coast,184926447,99,99,99,4,3,4,3
Ivory Coast,175007929,2,3,2,3,1,1,4
Ivory Coast,153645616,3,3,4,3,3,3,3
Ivory Coast,156012514,1,1,1,1,3,4,3
Ivory Coast,149473402,4,99,99,99,99,4,4
Ivory Coast,113112389,1,1,1,3,1,3,4
Ivory Coast,119521549,2,2,2,3,2,3,2
Ivory Coast,207715302,2,1,2,2,2,1,2
Ivory Coast,167146190,4,4,2,4,2,2,2
Ivory Coast,177668050,1,1,1,4,4,1,1
Ivory Coast,190923782,2,2,3,3,3,2,2
Ivory Coast,171385594,4,4,4,3,4,3,3
Ivory Coast,136981566,3,2,2,3,2,1,1
Ivory Coast,120110483,3,3,3,3,99,3,4
Ivory Coast,157500713,3,3,4,3,3,3,1
Ivory Coast,196290003,4,4,99,4,1,4,4
Ivory Coast,204012274,1,2,2,2,1,2,1
Ivory Coast,201666115,4,2,4,3,3,3,2
Ivory Coast,145717529,3,99,2,3,2,3,1
Ivory Coast,178963963,3,4,4,3,3,3,3
Ivory Coast,164379119,3,3,4,4,3,3,3
Ivory Coast,155453399,4,4,3,4,3,3,3
Ivory Coast,181512457,4,99,99,99,2,3,1
Ivory Coast,155941116,3,2,4,3,3,2,3
Ivory Coast,192934044,4,99,99,99,3,3,3
Ivory Coast,131161874,3,99,1,3,3,1,3
Ivory Coast,208205473,3,3,3,3,2,3,3
Ivory Coast,178579199,4,3,3,3,2,3,3
Ivory Coast,116661301,1,4,1,1,2,4,4
Ivory Coast,203934021,3,2,3,3,2,3,2
Ivory Coast,169935555,3,1,3,1,1,1,1
Ivory Coast,156246276,2,2,2,2,2,2,3
Ivory Coast,197342837,3,1,3,3,2,4,1
Ivory Coast,135479650,99,99,99,99,2,99,99
Ivory Coast,161634208,2,99,99,99,4,99,1
Ivory Coast,159220793,2,4,2,3,1,1,4
Ivory Coast,208245362,3,1,1,1,3,1,3
Ivory Coast,164338228,3,4,1,4,3,3,3
Ivory Coast,197010515,4,99,4,4,3,3,4
Ivory Coast,181642963,2,1,2,2,2,3,1
Ivory Coast,206074365,3,99,3,4,4,1,1
Ivory Coast,203820708,3,3,4,4,3,3,3
Ivory Coast,155130108,3,3,3,3,3,3,3
Ivory Coast,174176532,3,2,2,3,2,3,3
Ivory Coast,135681904,3,4,1,3,1,4,1
Ivory Coast,157917419,1,4,99,4,1,4,2
Ivory Coast,187744358,3,1,1,1,2,1,3
Ivory Coast,208778994,2,2,1,1,2,2,3
Ivory Coast,173361253,3,3,3,3,2,3,3
Ivory Coast,113234818,2,2,1,2,2,2,2
Ivory Coast,146083244,3,3,3,4,3,3,3
Ivory Coast,114630898,3,2,2,3,2,3,3
Ivory Coast,200990753,3,3,3,3,4,3,3
Ivory Coast,157371959,3,1,3,3,1,1,3
Ivory Coast,147068929,2,99,2,3,2,4,2
Ivory Coast,118760396,3,99,99,99,2,99,3
Ivory Coast,160563561,3,4,1,3,2,3,2
Ivory Coast,176565840,4,4,4,4,4,4,4
Ivory Coast,118973744,2,99,2,2,1,2,2
Ivory Coast,184061474,4,4,2,3,3,3,1
Ivory Coast,156379976,3,2,3,1,2,4,3
Ivory Coast,177583445,2,3,99,99,3,99,2
Ivory Coast,200368508,3,4,1,4,1,4,4
Ivory Coast,188355930,99,3,99,3,2,3,3
Ivory Coast,202349104,2,4,4,2,2,4,2
Ivory Coast,205315026,3,3,2,3,2,3,3
Ivory Coast,121300601,4,99,99,4,3,2,2
Ivory Coast,203183203,4,3,3,3,3,4,2
Ivory Coast,128828365,3,2,3,3,2,3,3
Ivory Coast,112661782,4,4,2,3,4,1,3
Ivory Coast,158399999,2,99,1,99,3,3,2
Ivory Coast,157944460,99,99,99,99,3,3,99
Ivory Coast,199647416,99,99,99,3,3,99,99
Ivory Coast,121900247,4,1,1,3,1,1,2
Ivory Coast,190718797,99,99,3,99,99,99,99
Ivory Coast,196684510,4,3,4,3,1,4,1
Ivory Coast,117533759,3,2,2,3,2,2,2
Ivory Coast,171546282,2,3,3,3,3,3,1
Ivory Coast,159303315,4,1,4,4,4,4,1
Ivory Coast,126687641,3,3,2,3,3,4,2
Ivory Coast,143962976,3,99,2,99,1,3,4
Ivory Coast,204205935,4,3,3,3,3,3,1
Ivory Coast,116688412,2,99,99,99,99,99,2
Ivory Coast,161526290,3,2,3,2,3,99,2
Ivory Coast,118171594,2,3,3,4,3,4,1
Ivory Coast,199916568,3,4,3,3,2,2,4
Ivory Coast,128696880,1,1,1,2,2,4,2
Ivory Coast,152104525,3,1,3,4,3,4,3
Ivory Coast,202201977,3,2,2,2,2,3,3
Ivory Coast,118735071,1,2,2,1,2,1,3
Ivory Coast,131135927,3,3,3,3,3,3,3
Ivory Coast,200002550,2,3,2,3,2,4,3
Ivory Coast,162246423,1,1,3,1,3,1,4
Ivory Coast,198342168,1,1,1,1,1,1,1
Ivory Coast,123998567,99,4,2,4,2,4,1
Ivory Coast,209036978,4,4,99,99,99,99,4
Ivory Coast,177401572,4,3,2,3,4,2,2
Ivory Coast,184978414,4,1,1,2,1,3,1
Ivory Coast,207594170,3,4,2,3,2,3,3
Ivory Coast,164946953,1,1,2,1,1,1,99
Ivory Coast,186604299,2,4,2,4,1,4,2
Ivory Coast,200394245,3,4,99,2,3,4,2
Ivory Coast,140239821,3,3,99,4,3,3,3
Ivory Coast,203601885,2,2,2,2,2,2,2
Ivory Coast,200420789,3,4,2,4,2,2,3
Ivory Coast,175907414,2,1,1,99,1,1,3
Ivory Coast,134194717,2,1,1,2,1,4,1
Ivory Coast,169254514,99,99,99,99,99,99,99
Ivory Coast,208383392,3,2,2,4,2,2,3
Ivory Coast,137084935,2,2,99,99,3,2,2
Ivory Coast,126243822,3,99,99,3,99,3,3
Ivory Coast,167978449,2,2,2,4,1,2,2
Ivory Coast,167732019,3,3,99,3,3,3,3
Ivory Coast,198031899,1,1,99,1,1,1,1
Ivory Coast,157319655,3,1,2,3,2,1,3
Ivory Coast,195218117,3,3,2,2,3,1,2
Ivory Coast,133123884,4,3,3,2,3,4,3
Ivory Coast,160014278,3,2,3,3,3,4,3
Ivory Coast,137791075,4,99,3,99,99,2,3
Ivory Coast,161480054,4,4,3,4,3,4,2
Ivory Coast,151083869,3,1,2,1,1,2,3
Ivory Coast,197978638,3,3,3,4,3,3,3
Ivory Coast,192645881,4,2,3,3,3,2,3
Ivory Coast,114303787,2,3,1,4,3,4,1
Ivory Coast,190285424,2,1,2,2,1,2,3
Ivory Coast,204535333,4,4,3,4,4,2,1
Ivory Coast,201984964,3,3,4,4,3,3,2
Ivory Coast,175975350,3,1,3,1,3,3,3
Ivory Coast,132948628,4,4,4,4,3,4,4
Ivory Coast,172034610,3,3,2,3,2,3,3
Ivory Coast,123083677,3,2,2,3,2,3,3
Ivory Coast,166294964,3,4,2,99,3,99,3
Ivory Coast,183808560,3,4,3,4,3,2,4
Ivory Coast,193108072,4,4,4,4,4,3,1
Ivory Coast,142467141,3,3,99,3,3,99,2
Ivory Coast,206549747,3,3,3,3,3,1,3
Ivory Coast,188908434,1,1,3,3,1,3,1
Ivory Coast,166893159,3,3,1,3,2,2,2
Ivory Coast,111401946,99,99,99,2,2,3,3
Ivory Coast,181138772,3,1,2,1,2,3,2
Ivory Coast,198805492,3,1,3,4,3,3,4
Ivory Coast,174139480,1,3,4,4,3,4,3
Ivory Coast,180282630,3,1,2,99,2,1,2
Ivory Coast,180576130,3,2,1,99,2,99,2
Ivory Coast,147332208,4,2,3,4,3,3,3
Ivory Coast,151202086,4,99,99,99,99,99,3
Ivory Coast,141473501,4,2,2,3,2,2,3
Ivory Coast,130035779,99,4,99,4,99,99,99
Ivory Coast,124583352,3,3,1,4,1,3,1
Ivory Coast,183936642,3,3,1,3,1,1,1
Ivory Coast,130637117,3,4,4,4,3,3,3
Ivory Coast,188779584,3,2,4,2,2,2,2
Ivory Coast,177689482,99,99,99,99,3,99,99
Ivory Coast,152720525,4,99,99,99,1,99,3
Ivory Coast,191975787,4,4,3,3,3,3,3
Ivory Coast,132193253,3,3,3,3,2,3,3
Ivory Coast,119720097,1,1,3,1,1,3,1
Ivory Coast,175947793,4,4,3,3,3,2,3
Ivory Coast,191243696,4,99,2,99,2,99,3
Ivory Coast,120793273,1,3,1,3,1,1,3
Ivory Coast,160109056,1,1,1,1,1,1,1
Ivory Coast,179055135,2,3,2,2,2,4,3
Ivory Coast,127206765,4,99,99,4,3,4,1
Ivory Coast,137756809,3,4,2,3,2,3,3
Ivory Coast,167913792,1,1,4,1,1,1,4
Ivory Coast,171071393,2,3,1,2,3,2,3
Ivory Coast,155179005,3,3,3,3,3,4,3
Ivory Coast,171065796,2,1,1,2,1,1,4
Ivory Coast,207443525,3,3,3,2,4,4,3
Ivory Coast,128761222,4,99,3,4,3,3,99
Ivory Coast,161926742,3,4,99,4,2,3,3
Ivory Coast,167117716,3,3,99,4,2,4,3
Ivory Coast,143405327,4,2,2,2,2,4,4
Ivory Coast,149892030,4,99,99,99,2,99,99
Ivory Coast,121042101,4,99,3,3,99,3,4
Ivory Coast,112471285,4,3,2,3,2,3,99
Ivory Coast,172616202,3,3,99,2,2,2,2
Ivory Coast,196827947,4,3,2,4,3,2,3
Ivory Coast,177416566,3,99,99,99,2,99,4
Ivory Coast,205023272,3,3,3,3,99,2,3
Ivory Coast,207118998,99,2,99,99,2,99,2
Ivory Coast,202565022,3,2,3,3,2,2,3
Ivory Coast,129324674,3,3,1,3,1,3,3
Ivory Coast,210553893,4,99,2,3,3,99,99
Ivory Coast,129100096,3,99,3,3,1,3,2
Ivory Coast,201193132,3,3,3,3,3,3,3
Ivory Coast,133272338,4,4,2,4,2,4,2
Ivory Coast,180803689,3,2,3,2,2,2,4
Ivory Coast,187474040,4,1,1,2,1,2,3
Ivory Coast,154958641,4,4,3,3,4,4,3
Ivory Coast,199490613,4,3,3,3,3,3,4
Ivory Coast,169856055,4,3,2,3,2,3,4
Ivory Coast,151470869,3,3,1,3,3,3,3
Ivory Coast,145648566,2,4,99,99,3,3,2
Ivory Coast,127578255,1,3,99,1,3,99,1
Ivory Coast,160669603,3,1,3,3,3,3,3
Ivory Coast,143153101,1,1,99,1,3,3,3
Ivory Coast,153544052,4,1,1,3,1,3,3
Ivory Coast,111567781,3,3,3,3,3,3,3
Ivory Coast,136908803,3,4,3,3,3,1,1
Ivory Coast,137979944,3,99,99,3,1,3,3
Ivory Coast,136382582,1,1,1,1,1,1,1
Ivory Coast,173355968,1,2,2,3,2,2,2
Ivory Coast,132220391,1,2,1,4,2,3,4
Ivory Coast,154536233,99,99,99,2,3,2,2
Ivory Coast,131861838,3,99,3,99,3,3,3
Ivory Coast,195864189,3,3,2,3,2,3,3
Ivory Coast,187334456,4,2,2,3,2,2,3
Ivory Coast,138933948,99,99,99,3,4,99,3
Ivory Coast,207143688,3,4,3,2,2,3,2
Ivory Coast,177091303,1,1,1,1,1,99,1
Ivory Coast,137741429,1,99,1,4,1,1,4
Ivory Coast,190174086,4,99,3,4,2,3,3
Ivory Coast,209648134,3,3,3,3,3,4,3
Ivory Coast,181243342,3,4,3,4,3,3,2
Ivory Coast,165301256,3,3,3,3,3,3,3
Ivory Coast,158511092,2,2,2,2,1,3,3
Ivory Coast,164526982,3,4,3,4,4,2,3
Ivory Coast,196894768,3,4,99,3,3,2,99
Ivory Coast,205413554,99,99,99,3,3,2,99
Ivory Coast,205099938,3,2,2,3,3,3,3
Ivory Coast,143763406,3,3,3,3,2,3,3
Ivory Coast,195307469,3,4,2,3,2,1,2
Ivory Coast,183916756,1,2,1,1,1,1,2
Ivory Coast,176732161,1,3,4,4,2,2,2
Ivory Coast,208733136,2,2,4,2,2,2,4
Ivory Coast,126822165,3,4,3,3,3,4,1
Ivory Coast,179863958,2,3,3,4,3,2,3
Ivory Coast,114914829,99,2,3,2,4,99,99
Ivory Coast,187957184,99,4,99,99,99,99,99
Ivory Coast,164430704,3,99,99,99,1,99,3
Ivory Coast,193494705,2,99,3,2,2,99,2
Ivory Coast,113801171,4,4,4,4,4,4,4
Ivory Coast,205025760,3,1,1,1,2,99,99
Ivory Coast,138798262,99,99,3,2,2,2,3
Ivory Coast,210899100,2,99,3,99,2,2,3
Ivory Coast,113861373,4,1,99,99,2,99,3
Ivory Coast,158594672,4,2,99,4,1,4,3
Ivory Coast,189354181,1,1,1,3,2,3,4
Ivory Coast,153719107,3,99,3,99,99,1,99
Ivory Coast,169982148,3,2,3,3,3,3,4
Ivory Coast,139487956,2,2,2,3,2,2,2
Ivory Coast,123282651,4,4,3,3,3,1,3
Ivory Coast,193552468,3,3,2,3,4,3,3
Ivory Coast,166476255,3,1,1,1,1,3,1
Ivory Coast,200917128,3,1,2,3,3,2,3
Ivory Coast,176495087,1,4,1,4,1,3,4
Ivory Coast,179475996,3,2,1,1,1,99,1
Ivory Coast,122286770,3,3,1,2,1,3,3
Ivory Coast,203984387,3,4,2,2,3,3,3
Ivory Coast,205154202,4,99,3,3,3,3,1
Ivory Coast,162328908,3,2,2,2,2,3,4
Ivory Coast,209459960,3,3,3,3,3,3,3
Ivory Coast,190089532,2,3,1,3,3,3,3
Ivory Coast,203714328,4,3,4,4,2,3,2
Ivory Coast,123570432,4,4,4,4,3,3,3
Ivory Coast,196778644,4,4,1,2,3,3,1
Ivory Coast,207779197,2,4,4,4,4,4,2
Ivory Coast,185224759,2,2,3,2,2,2,4
Ivory Coast,137789130,3,4,99,99,1,99,3
Ivory Coast,208832572,4,4,99,99,99,99,3
Ivory Coast,183978897,4,3,2,3,1,3,3
Ivory Coast,144491333,2,2,2,2,1,2,4
Ivory Coast,124325364,4,4,2,4,1,1,4
Ivory Coast,197142429,3,1,99,3,3,4,3
Ivory Coast,176514878,3,3,3,3,3,3,1
Ivory Coast,189763654,3,99,2,4,1,3,4
Ivory Coast,175215383,4,4,3,3,3,4,4
Ivory Coast,130318337,1,4,4,4,1,3,1
Ivory Coast,204736269,4,3,3,1,1,3,3
Ivory Coast,111377614,3,1,1,1,1,2,2
Ivory Coast,183794363,3,1,2,2,1,2,3
Ivory Coast,198347645,2,4,4,4,4,3,3
Ivory Coast,173774326,99,3,99,99,99,99,1
Ivory Coast,141021285,3,3,99,3,3,3,3
Ivory Coast,188692416,4,99,99,99,2,99,3
Ivory Coast,173518866,3,3,3,3,3,3,3
Ivory Coast,131775208,4,2,2,2,3,3,1
Ivory Coast,114447355,2,4,2,2,1,2,4
Ivory Coast,116909040,2,2,3,4,4,1,1
Ivory Coast,135895376,3,3,2,3,3,3,4
Ivory Coast,178831916,3,3,3,3,1,3,3
Ivory Coast,131562917,99,99,99,99,99,99,3
Ivory Coast,172133776,1,2,1,2,2,2,1
Ivory Coast,129151817,4,4,4,4,4,4,4
Ivory Coast,168553401,1,1,2,2,1,99,2
Ivory Coast,113363681,1,1,4,4,4,4,4
Ivory Coast,146972818,3,1,3,3,3,3,3
Ivory Coast,186026382,3,4,3,3,4,99,3
Ivory Coast,194937229,4,99,1,1,3,99,1
Ivory Coast,115219226,4,2,3,4,3,3,3
Ivory Coast,132595087,4,99,99,2,2,4,1
Ivory Coast,166447099,2,3,1,4,2,1,3
Ivory Coast,198914032,3,4,3,3,3,3,3
Ivory Coast,187883202,2,2,2,3,2,4,2
Ivory Coast,189354319,3,3,3,3,3,2,3
Ivory Coast,114618260,2,3,1,3,3,3,3
Ivory Coast,163029769,2,2,4,4,3,2,2
Ivory Coast,114741387,3,1,3,1,1,1,1
Ivory Coast,151493952,4,99,99,4,3,4,2
Ivory Coast,153790151,4,99,1,4,3,4,1
Ivory Coast,193982124,4,4,4,4,3,3,4
Ivory Coast,148652903,4,1,2,3,2,3,3
Ivory Coast,121050202,4,4,3,3,2,3,3
Ivory Coast,161562900,3,4,1,1,1,1,1
Ivory Coast,200427357,3,99,99,99,2,99,4
Ivory Coast,206448128,2,99,99,4,2,3,2
Ivory Coast,118063552,99,99,99,3,3,99,3
Ivory Coast,188967551,4,4,3,3,2,2,3
Ivory Coast,197196243,3,99,2,4,3,4,2
Ivory Coast,172349531,3,4,2,3,3,99,3
Ivory Coast,181966117,4,3,1,2,1,4,4
Ivory Coast,127077193,1,3,3,3,2,2,1
Ivory Coast,131250040,4,3,1,4,1,4,4
Ivory Coast,117345274,3,3,2,3,3,2,2
Ivory Coast,200815805,3,3,2,1,2,4,1
Ivory Coast,127693817,3,3,3,3,4,3,3
Ivory Coast,190620504,3,3,3,3,3,3,3
Ivory Coast,125484014,3,3,2,3,2,2,2
Ivory Coast,202265338,3,3,4,2,1,3,2
Ivory Coast,132469603,2,3,2,2,1,3,3
Ivory Coast,130746842,3,3,3,4,1,4,3
Ivory Coast,153063929,4,3,2,3,2,4,3
Ivory Coast,148400350,2,3,2,4,3,3,2
Ivory Coast,185912216,3,1,1,1,1,4,3
Ivory Coast,158862316,3,3,4,3,3,3,3
Ivory Coast,146320653,1,3,4,3,3,3,4
Ivory Coast,127594867,99,99,99,99,3,99,4
Ivory Coast,198771922,3,1,99,99,1,99,3
Ivory Coast,201565729,3,1,1,3,1,1,1
Ivory Coast,169366420,3,3,4,4,3,3,1
Ivory Coast,204118112,3,4,3,4,1,4,1
Ivory Coast,175287660,3,4,2,2,4,3,4
Ivory Coast,195156057,3,3,3,3,3,1,1
Ivory Coast,117805637,2,4,3,4,1,2,1
Ivory Coast,163785533,3,1,1,1,1,3,3
Ivory Coast,210382529,2,3,99,4,2,3,3
Ivory Coast,111681540,3,3,2,3,3,3,3
Ivory Coast,190538714,2,99,99,3,3,2,3
Ivory Coast,146246256,4,1,2,4,3,2,3
Ivory Coast,117789224,4,4,4,4,2,4,4
Ivory Coast,118670906,3,1,3,99,3,3,1
Ivory Coast,162389313,99,1,1,1,1,99,1
Ivory Coast,128385297,2,2,3,3,2,3,2
Ivory Coast,128159898,3,3,2,4,3,3,3
Ivory Coast,191283506,1,2,2,2,1,1,2
Ivory Coast,146256162,3,99,3,3,3,4,3
Ivory Coast,182472182,2,2,2,2,1,4,2
Ivory Coast,117472195,2,99,2,4,2,3,3
Ivory Coast,197552134,3,2,2,2,4,1,2
Ivory Coast,126147700,3,2,99,1,3,3,4
Ivory Coast,168080299,1,4,2,2,1,2,1
Ivory Coast,166107479,3,2,3,4,1,2,3
Ivory Coast,180251570,2,2,2,2,2,2,2
Ivory Coast,141778114,3,2,2,99,1,2,3
Ivory Coast,169222806,1,1,4,1,1,1,1
Ivory Coast,172320774,1,1,1,1,1,1,1
Ivory Coast,124920187,99,99,99,3,3,3,1
Ivory Coast,158158546,4,3,99,3,3,3,3
Ivory Coast,111318514,3,3,2,3,2,3,3
Ivory Coast,193183883,1,3,3,3,3,2,2
Ivory Coast,123768731,99,99,4,1,3,99,4
Ivory Coast,121530963,4,99,99,99,99,99,99
Ivory Coast,161602459,1,1,1,3,1,99,3
Ivory Coast,203740969,3,3,1,3,2,2,3
Ivory Coast,123461232,3,3,2,3,2,2,2
Ivory Coast,129583239,4,4,3,4,4,4,1
Ivory Coast,204094255,3,2,2,3,2,2,4
Ivory Coast,130132154,4,3,99,2,2,3,3
Ivory Coast,118054592,3,3,1,1,1,4,4
Ivory Coast,202656868,3,4,3,3,3,3,3
Ivory Coast,203960974,3,1,3,2,2,3,3
Ivory Coast,174676857,2,4,2,4,2,2,4
Ivory Coast,151162367,2,3,2,3,1,3,2
Ivory Coast,208614032,4,4,1,4,1,3,1
Ivory Coast,118914677,3,3,3,3,4,3,4
Ivory Coast,194662350,4,3,4,3,1,4,2
Ivory Coast,201847950,3,1,99,99,99,2,2
Ivory Coast,138298402,2,2,4,2,3,2,1
Ivory Coast,139064439,3,1,3,3,3,1,1
Ivory Coast,191929385,3,1,99,1,1,1,4
Ivory Coast,139280796,3,99,99,99,4,3,4
Ivory Coast,209611145,2,4,3,2,3,2,2
Ivory Coast,128887051,3,3,4,4,4,99,2
Ivory Coast,123992347,3,3,3,3,3,3,3
Ivory Coast,131876081,3,4,4,3,3,3,3
Ivory Coast,195665472,4,3,2,3,2,4,99
Ivory Coast,137293563,3,3,4,4,3,3,2
Ivory Coast,156219437,3,3,3,3,2,3,3
Ivory Coast,163456109,4,2,99,3,3,2,2
Ivory Coast,113094377,99,3,3,3,3,99,3
Ivory Coast,113857053,1,4,3,3,1,4,3
Ivory Coast,183556579,99,99,99,99,99,99,99
Ivory Coast,142130188,3,3,3,2,3,4,4
Ivory Coast,196820117,99,3,4,2,3,4,4
Ivory Coast,126518430,2,3,2,3,3,3,2
Ivory Coast,150003080,3,3,3,3,3,3,3
Ivory Coast,118098725,3,1,3,1,1,1,1
Ivory Coast,186872530,4,1,3,3,1,3,4
Ivory Coast,117209407,1,4,4,4,1,1,1
Ivory Coast,113769586,2,3,99,3,1,2,3
Ivory Coast,179372124,3,2,3,3,3,3,3
Ivory Coast,128579481,3,99,99,99,3,2,3
Ivory Coast,162304409,1,1,1,1,1,1,1
Ivory Coast,143747866,2,4,3,4,3,2,2
Ivory Coast,181564785,2,1,99,2,2,1,2
Ivory Coast,202727527,3,4,99,3,3,3,2
Ivory Coast,169361583,4,99,99,99,3,3,3
Ivory Coast,146835914,2,2,2,2,2,2,2
Ivory Coast,194362638,1,1,99,99,1,3,1
Ivory Coast,203730823,3,1,3,3,1,3,99
Ivory Coast,156521800,4,99,2,2,2,3,2
Ivory Coast,114959818,2,2,3,3,3,3,3
Ivory Coast,152193879,3,1,3,4,3,1,2
Ivory Coast,177027851,4,99,1,1,1,4,4
Ivory Coast,148377577,3,1,1,2,1,2,2
Ivory Coast,174944925,3,3,2,2,2,3,1
Ivory Coast,184630693,4,2,2,2,3,99,3
Ivory Coast,140798222,2,99,1,3,2,3,3
Ivory Coast,120271173,3,1,1,1,1,4,4
Ivory Coast,207526319,3,1,1,1,1,3,3
Ivory Coast,119319015,2,2,3,3,2,3,3
Ivory Coast,124814078,1,1,1,4,1,1,1
Ivory Coast,171717072,3,4,2,3,2,3,3
Ivory Coast,184317155,4,4,4,4,3,2,1
Ivory Coast,166914504,4,99,1,4,3,4,3
Ivory Coast,188000047,2,3,1,3,2,2,2
Ivory Coast,158789327,3,4,2,4,4,3,3
Ivory Coast,143881216,99,2,2,3,2,3,4
Ivory Coast,197579970,3,4,3,4,2,1,2
Ivory Coast,181556714,3,3,2,4,2,1,4
Ivory Coast,150146718,2,4,3,3,2,3,1
Ivory Coast,131867671,3,3,4,2,3,2,3
Ivory Coast,202282746,2,3,3,4,3,2,3
Ivory Coast,179364945,3,99,2,4,2,4,4
Ivory Coast,141895792,1,3,1,3,3,1,3
Ivory Coast,127676439,2,1,99,2,3,2,3
Ivory Coast,184609602,2,4,4,3,3,4,3
Ivory Coast,127667116,3,2,99,1,3,2,1
Ivory Coast,182171673,4,4,99,3,3,3,2
Ivory Coast,133042131,4,4,99,4,2,4,1
Ivory Coast,196869504,2,4,3,4,3,2,3
Ivory Coast,113126151,2,99,4,3,2,3,99
Ivory Coast,135718895,4,4,1,4,3,3,3
Ivory Coast,177834253,3,2,2,3,2,3,2
Ivory Coast,133065987,2,2,3,2,1,2,2
Ivory Coast,204127021,2,4,2,2,4,2,2
Ivory Coast,181956878,1,2,99,1,1,2,3
Ivory Coast,121354812,3,3,99,4,2,2,3
Ivory Coast,144451788,3,3,3,4,3,1,3
Ivory Coast,164450682,4,2,3,2,2,2,4
Ivory Coast,192750515,4,1,3,3,3,1,99
Ivory Coast,170939074,3,3,3,4,2,99,1
Ivory Coast,181030360,3,3,3,3,3,3,3
Ivory Coast,155778770,3,99,99,99,2,3,3
Ivory Coast,181314770,2,4,3,3,3,3,3
Ivory Coast,183640769,4,1,1,2,3,1,2
Ivory Coast,187990942,99,3,3,3,2,3,3
Ivory Coast,159023466,3,3,4,4,3,1,1
Ivory Coast,165316900,3,4,99,4,3,3,3
Ivory Coast,194293197,3,4,2,4,2,2,2
Ivory Coast,114006477,1,1,3,3,3,3,3
Ivory Coast,175158933,2,2,2,2,2,2,2
Ivory Coast,132686677,4,99,99,99,3,4,99
Ivory Coast,174493117,3,3,4,4,3,3,4
Ivory Coast,157452710,3,3,3,3,2,3,3
Ivory Coast,177324349,4,99,3,99,3,99,4
Ivory Coast,201615075,1,1,1,1,1,1,1
Ivory Coast,174802127,2,2,2,2,2,2,4
Ivory Coast,145539011,2,4,2,4,2,4,2
Ivory Coast,143279739,3,4,99,3,3,99,3
Ivory Coast,173636088,3,3,3,3,3,3,3
Ivory Coast,145413479,1,2,2,2,2,1,2
Ivory Coast,188290291,1,1,1,1,1,1,1
Ivory Coast,210664605,3,1,1,2,1,1,1
Ivory Coast,111873028,4,2,1,1,1,1,1
Ivory Coast,193195662,99,2,99,99,2,99,3
Ivory Coast,179602355,2,4,3,4,2,3,4
Ivory Coast,143880555,3,1,2,2,2,2,1
Ivory Coast,208716512,3,4,3,3,3,4,3
Ivory Coast,149077939,4,4,3,3,2,3,2
Ivory Coast,163149578,2,2,1,2,1,2,2
Ivory Coast,128440880,3,1,1,2,1,1,3
Ivory Coast,196089948,3,3,3,3,3,3,1
Ivory Coast,186741750,2,2,2,1,2,2,1
Ivory Coast,190773803,4,99,3,3,3,3,3
Ivory Coast,185070922,3,3,3,2,2,3,2
Ivory Coast,154396636,3,3,4,2,4,1,1
Ivory Coast,187025716,2,2,99,4,2,2,1
Ivory Coast,198206663,4,2,99,4,2,3,2
Ivory Coast,171146957,2,99,2,2,1,2,3
Ivory Coast,168164544,3,3,3,3,4,2,3
Ivory Coast,198462137,2,2,2,2,4,4,4
Ivory Coast,165995750,3,3,3,3,3,3,2
Ivory Coast,173915722,4,2,2,2,4,99,1
Ivory Coast,135160843,2,4,1,4,2,3,4
Ivory Coast,210977216,1,1,1,99,2,1,2
Ivory Coast,134997261,2,2,2,2,2,2,4
Ivory Coast,184567171,4,3,4,3,4,3,2
Ivory Coast,122574936,3,1,1,1,4,3,4
