COUNTRY,ID,Neighbourhood,Government,Scientist,Journalist,Doctor and Nurses,Philantropist,Traditional Healers
Bangladesh,129406304,2,2,99,2,2,2,4
Bangladesh,194905871,2,2,2,2,2,2,2
Bangladesh,150668436,2,1,1,1,1,2,4
Bangladesh,210573327,1,1,1,1,1,2,4
Bangladesh,166412981,2,1,4,2,2,2,4
Bangladesh,138731508,1,1,1,1,1,1,4
Bangladesh,119907431,4,2,1,2,1,3,4
Bangladesh,162039192,2,2,1,3,2,3,2
Bangladesh,185605026,99,4,1,1,4,3,4
Bangladesh,209092511,1,2,2,1,2,2,4
Bangladesh,117022832,1,1,4,2,3,2,4
Bangladesh,115604000,2,2,2,2,1,3,3
Bangladesh,191133217,2,2,99,3,2,2,3
Bangladesh,184059632,1,1,1,1,1,1,4
Bangladesh,204243439,4,3,3,99,2,3,4
Bangladesh,171445263,2,1,99,2,1,99,99
Bangladesh,123495054,2,1,1,1,1,2,3
Bangladesh,148499017,2,1,1,2,1,3,4
Bangladesh,142325380,1,1,1,1,1,2,4
Bangladesh,171940146,2,2,99,99,2,2,2
Bangladesh,115966761,1,1,1,2,1,4,4
Bangladesh,191854954,1,1,1,1,1,3,4
Bangladesh,164650511,3,1,1,99,1,99,3
Bangladesh,181041377,1,1,2,3,1,2,4
Bangladesh,145612650,1,1,99,1,2,1,4
Bangladesh,193344056,1,2,1,2,1,1,4
Bangladesh,143734783,3,2,1,4,1,2,4
Bangladesh,113456702,2,1,99,3,1,2,3
Bangladesh,143546684,2,1,1,4,1,3,2
Bangladesh,144858223,1,1,1,2,1,2,3
Bangladesh,196510907,99,99,99,99,99,99,99
Bangladesh,166601562,2,2,3,3,2,2,2
Bangladesh,133866013,2,2,2,2,2,2,4
Bangladesh,210701025,2,1,1,1,1,2,4
Bangladesh,122544726,1,1,1,1,1,2,3
Bangladesh,164915146,1,2,2,2,2,2,2
Bangladesh,183854942,3,99,1,99,2,99,4
Bangladesh,208636056,2,1,99,2,2,3,4
Bangladesh,193216319,2,2,2,2,2,2,2
Bangladesh,145888934,1,1,99,2,2,2,2
Bangladesh,138512377,1,1,1,2,1,2,4
Bangladesh,129905026,2,2,99,3,2,3,4
Bangladesh,201771301,1,1,1,1,1,99,4
Bangladesh,190038930,2,1,2,2,2,99,4
Bangladesh,205320351,1,1,1,1,2,2,4
Bangladesh,176650788,1,1,1,2,2,99,4
Bangladesh,129607488,2,2,2,2,3,2,3
Bangladesh,197097186,1,1,1,2,1,2,4
Bangladesh,177297273,2,3,1,4,1,2,3
Bangladesh,134353846,2,1,4,1,2,1,4
Bangladesh,190143811,3,1,1,1,1,2,4
Bangladesh,200303051,1,1,2,1,1,1,4
Bangladesh,119212003,3,99,3,3,2,3,4
Bangladesh,161132397,2,2,2,3,2,2,4
Bangladesh,197183966,2,1,2,1,1,2,3
Bangladesh,119713693,1,1,1,1,2,2,4
Bangladesh,148604051,2,1,2,2,2,3,2
Bangladesh,191675667,3,2,2,2,2,2,3
Bangladesh,179303442,2,2,2,2,2,2,99
Bangladesh,196174369,2,2,2,2,2,2,4
Bangladesh,151411579,2,99,1,2,2,3,4
Bangladesh,152634784,2,1,99,2,2,2,2
Bangladesh,195793045,3,2,99,99,2,3,3
Bangladesh,206564809,2,1,1,4,3,2,4
Bangladesh,187912884,1,1,1,2,1,2,4
Bangladesh,171338546,2,2,3,2,2,3,4
Bangladesh,195535660,2,2,3,3,2,3,4
Bangladesh,168871713,1,1,2,1,1,2,4
Bangladesh,189914042,2,3,1,2,2,2,4
Bangladesh,171318952,1,1,1,1,1,1,3
Bangladesh,206614032,1,1,1,1,1,1,4
Bangladesh,207568779,2,2,2,3,2,1,4
Bangladesh,118501334,1,2,1,1,2,3,4
Bangladesh,152757369,2,2,2,2,1,2,3
Bangladesh,133868184,1,4,1,4,2,2,4
Bangladesh,174717383,3,3,3,4,1,3,2
Bangladesh,172158132,2,2,2,2,2,2,99
Bangladesh,169782984,1,2,4,2,1,2,3
Bangladesh,123268404,1,1,2,3,1,99,4
Bangladesh,118709695,3,99,2,4,3,4,4
Bangladesh,172052122,4,3,99,1,1,2,4
Bangladesh,117021922,2,2,2,3,2,2,3
Bangladesh,187478546,1,1,1,2,1,2,3
Bangladesh,131538627,4,3,2,2,2,2,4
Bangladesh,148910282,3,3,2,3,2,2,3
Bangladesh,191701019,1,1,1,2,1,2,4
Bangladesh,204764354,1,2,2,2,1,2,4
Bangladesh,182890061,1,1,1,1,1,1,4
Bangladesh,137894564,2,99,2,4,3,99,3
Bangladesh,208914883,1,3,2,3,2,2,4
Bangladesh,164179357,2,1,3,99,2,99,4
Bangladesh,170429891,1,2,2,2,2,3,4
Bangladesh,149727701,1,1,99,99,2,2,4
Bangladesh,163299875,2,99,4,99,2,99,4
Bangladesh,153901035,1,99,99,3,2,99,4
Bangladesh,189682998,1,1,1,2,1,1,4
Bangladesh,204172710,2,2,2,2,2,2,4
Bangladesh,190946658,1,1,2,1,1,1,4
Bangladesh,133864709,1,1,1,1,1,2,4
Bangladesh,179863075,2,1,99,2,2,2,4
Bangladesh,128068082,2,1,2,2,2,2,4
Bangladesh,171384710,2,1,1,2,1,99,4
Bangladesh,164042194,2,1,1,1,1,1,4
Bangladesh,162663384,2,1,3,2,2,2,3
Bangladesh,177106021,2,1,1,2,2,2,4
Bangladesh,206233044,1,3,2,3,2,3,2
Bangladesh,134339851,2,2,2,2,2,2,4
Bangladesh,202284918,2,1,1,2,2,99,4
Bangladesh,112259899,2,2,1,1,2,1,4
Bangladesh,178982375,2,2,1,2,2,2,4
Bangladesh,134679974,2,2,99,99,2,2,4
Bangladesh,196718332,1,1,2,2,2,1,4
Bangladesh,182470670,2,1,3,4,2,3,3
Bangladesh,149613551,2,2,2,2,2,2,99
Bangladesh,210004712,2,1,1,2,1,2,4
Bangladesh,156065269,2,3,3,3,2,4,4
Bangladesh,167496944,1,1,2,2,1,2,4
Bangladesh,210446148,1,1,3,3,3,1,3
Bangladesh,203456578,2,2,1,2,1,2,4
Bangladesh,153179979,1,1,1,1,1,1,4
Bangladesh,189880304,2,2,1,3,3,2,4
Bangladesh,117843104,1,1,1,99,1,1,1
Bangladesh,190073666,99,99,99,99,99,99,99
Bangladesh,174417687,1,1,1,1,1,2,4
Bangladesh,122079389,2,2,2,2,2,2,2
Bangladesh,197956054,2,1,4,1,2,2,4
Bangladesh,149918451,2,1,1,2,2,1,2
Bangladesh,120515889,3,3,2,3,1,3,4
Bangladesh,117679766,2,2,2,3,1,3,2
Bangladesh,159595904,3,2,1,2,3,2,4
Bangladesh,174074923,2,4,2,1,4,3,4
Bangladesh,148653215,1,1,1,1,1,2,4
Bangladesh,175438808,2,1,2,3,1,99,1
Bangladesh,149066184,2,2,2,2,2,2,2
Bangladesh,143492763,2,1,3,2,3,3,4
Bangladesh,112200225,1,99,2,4,3,4,4
Bangladesh,205405519,2,1,2,1,1,2,4
Bangladesh,199974241,2,99,1,2,1,1,2
Bangladesh,195740510,1,1,1,1,1,1,4
Bangladesh,179545844,2,2,99,2,2,2,4
Bangladesh,124428722,4,2,2,1,2,2,3
Bangladesh,169839097,3,2,2,4,1,4,4
Bangladesh,207710285,1,1,1,2,3,2,4
Bangladesh,112808451,2,3,2,3,3,3,4
Bangladesh,157430538,1,2,1,2,1,1,4
Bangladesh,176973977,1,1,99,99,2,2,4
Bangladesh,147706906,1,1,1,1,1,1,4
Bangladesh,132105362,2,2,1,2,2,2,4
Bangladesh,114161482,1,99,1,1,1,99,2
Bangladesh,193424031,2,2,2,2,2,3,4
Bangladesh,155915867,2,2,3,3,2,2,4
Bangladesh,140185710,2,1,1,2,1,3,3
Bangladesh,129078185,2,99,2,99,99,2,3
Bangladesh,130425285,1,1,1,1,1,1,4
Bangladesh,205595452,1,4,4,4,4,2,4
Bangladesh,201979886,1,2,1,4,1,1,4
Bangladesh,113906613,2,1,2,2,2,2,3
Bangladesh,199138009,2,1,1,1,1,2,4
Bangladesh,205268517,1,1,1,1,1,3,4
Bangladesh,185689632,1,99,99,99,2,1,4
Bangladesh,187292168,1,2,2,2,2,99,2
Bangladesh,207599846,2,2,2,2,2,3,4
Bangladesh,148469518,1,1,1,99,1,2,4
Bangladesh,184608801,1,1,1,4,2,4,4
Bangladesh,165955152,2,2,2,2,3,3,4
Bangladesh,148858269,1,1,1,1,2,2,3
Bangladesh,200174194,2,1,3,4,2,99,4
Bangladesh,147344698,1,99,99,2,2,3,2
Bangladesh,164606473,1,4,1,2,2,4,4
Bangladesh,166869010,1,1,2,2,2,2,99
Bangladesh,198981225,2,1,2,2,2,2,3
Bangladesh,177358442,4,2,2,2,2,4,2
Bangladesh,148076339,2,1,1,3,1,2,4
Bangladesh,130056878,2,1,1,2,1,2,4
Bangladesh,136650467,1,99,2,2,2,2,3
Bangladesh,115461038,3,2,1,3,1,2,4
Bangladesh,147667192,3,1,1,2,1,2,4
Bangladesh,198492431,2,2,1,1,2,1,4
Bangladesh,138843884,2,1,3,3,1,2,2
Bangladesh,119671993,1,2,99,99,2,2,4
Bangladesh,205639904,1,1,2,2,2,1,4
Bangladesh,121466131,1,2,3,1,2,2,4
Bangladesh,193146126,2,2,2,3,3,2,3
Bangladesh,161794057,2,2,1,2,2,2,4
Bangladesh,124498903,1,1,2,1,1,99,4
Bangladesh,146558320,3,2,2,1,3,2,4
Bangladesh,159861769,2,2,2,2,2,3,3
Bangladesh,140050968,1,1,1,4,1,3,4
Bangladesh,120754926,1,1,1,2,1,2,4
Bangladesh,191104793,2,1,2,3,2,2,4
Bangladesh,148480716,1,1,2,2,1,2,2
Bangladesh,121666863,2,3,2,4,1,3,4
Bangladesh,197410966,2,3,3,4,2,4,2
Bangladesh,157324910,2,2,2,4,1,3,4
Bangladesh,119798792,2,1,2,3,2,2,4
Bangladesh,129560754,1,1,2,1,1,2,4
Bangladesh,162223134,2,1,1,2,1,99,4
Bangladesh,121902573,2,2,2,2,2,2,2
Bangladesh,148660276,2,99,1,3,3,3,4
Bangladesh,185872751,2,3,2,2,2,2,4
Bangladesh,122766854,2,1,2,2,1,2,4
Bangladesh,210583351,2,1,99,2,1,99,2
Bangladesh,118313862,1,4,4,3,3,2,4
Bangladesh,125388858,2,2,2,2,2,2,2
Bangladesh,117110860,1,2,1,3,1,2,4
Bangladesh,210382471,1,1,1,1,1,2,4
Bangladesh,140491081,1,1,1,2,2,2,1
Bangladesh,155081382,2,1,2,2,1,2,4
Bangladesh,144616816,2,3,99,2,1,4,4
Bangladesh,135382100,2,1,2,1,1,99,4
Bangladesh,140325068,1,1,2,2,1,2,4
Bangladesh,161884332,1,1,1,1,1,1,2
Bangladesh,131078922,2,3,2,99,2,2,1
Bangladesh,207493457,2,2,2,2,2,1,99
Bangladesh,205166567,1,2,1,3,1,2,4
Bangladesh,152524432,4,99,2,99,1,2,4
Bangladesh,157404884,3,99,1,3,2,3,4
Bangladesh,195897209,1,1,1,2,1,99,3
Bangladesh,204163640,2,2,2,3,1,2,3
Bangladesh,147344263,2,2,1,1,1,1,4
Bangladesh,161749624,2,2,99,99,2,2,2
Bangladesh,124241828,2,1,2,2,1,2,4
Bangladesh,127746849,3,3,2,4,2,3,4
Bangladesh,209515946,3,3,99,4,2,3,1
Bangladesh,177349240,1,3,3,2,2,2,4
Bangladesh,155444515,1,2,2,2,2,2,4
Bangladesh,157448729,3,2,1,3,2,2,4
Bangladesh,137286563,1,1,1,2,1,2,4
Bangladesh,153729494,3,1,1,1,1,1,1
Bangladesh,190451245,3,99,2,99,1,2,4
Bangladesh,137677541,2,1,1,1,1,2,3
Bangladesh,181027850,2,1,1,3,1,2,4
Bangladesh,145059231,2,2,2,1,2,2,4
Bangladesh,147813639,1,1,3,2,1,99,4
Bangladesh,124352932,2,2,2,2,1,2,3
Bangladesh,112070579,2,2,3,2,2,2,4
Bangladesh,147287787,99,1,99,1,1,2,4
Bangladesh,189631647,2,1,1,2,1,99,99
Bangladesh,175457714,1,1,1,1,2,2,4
Bangladesh,205609039,2,1,2,2,2,2,4
Bangladesh,167614901,2,1,1,2,1,3,4
Bangladesh,167275400,2,3,2,99,2,2,4
Bangladesh,188922470,2,1,99,2,1,99,3
Bangladesh,171667433,3,3,3,3,3,3,3
Bangladesh,117424284,3,99,2,3,2,2,3
Bangladesh,131930650,3,3,1,3,3,3,4
Bangladesh,142431056,2,2,2,2,2,2,3
Bangladesh,191036041,3,2,2,2,1,3,3
Bangladesh,188692123,2,2,2,2,2,2,3
Bangladesh,137435784,2,2,2,3,2,2,4
Bangladesh,206584490,2,2,2,2,2,2,4
Bangladesh,150995482,2,2,2,3,2,3,4
Bangladesh,118025271,2,1,1,2,1,1,4
Bangladesh,126855163,1,2,3,99,2,3,4
Bangladesh,198020097,2,99,4,4,2,3,4
Bangladesh,114566210,1,2,1,2,1,2,4
Bangladesh,181759668,2,1,1,2,1,1,4
Bangladesh,179659168,2,1,2,2,1,2,2
Bangladesh,124348188,2,1,4,4,2,2,3
Bangladesh,134290009,2,1,99,2,1,4,4
Bangladesh,150369483,3,1,4,1,1,2,4
Bangladesh,172389293,1,2,2,3,3,3,99
Bangladesh,167330703,2,1,4,4,1,4,4
Bangladesh,147579233,1,3,1,2,2,2,4
Bangladesh,179769210,2,2,2,2,2,99,4
Bangladesh,117159129,2,99,2,3,2,2,4
Bangladesh,148660924,2,2,1,2,1,2,2
Bangladesh,171748194,1,1,2,2,1,2,2
Bangladesh,125517327,2,2,3,2,1,2,4
Bangladesh,183494030,2,1,1,99,1,1,2
Bangladesh,141547295,1,99,2,99,99,2,4
Bangladesh,111451003,2,3,2,2,1,2,3
Bangladesh,154629361,2,2,1,1,1,2,4
Bangladesh,178118373,2,1,2,2,2,2,3
Bangladesh,193913806,2,1,1,2,2,2,4
Bangladesh,167605419,2,1,2,2,2,2,3
Bangladesh,148649704,1,2,99,1,3,2,4
Bangladesh,136102379,2,2,2,2,2,2,2
Bangladesh,151116709,2,1,99,1,1,2,4
Bangladesh,170123273,3,1,2,2,2,2,3
Bangladesh,133494395,3,1,1,3,2,2,4
Bangladesh,204294491,2,1,99,1,1,99,4
Bangladesh,169545261,2,2,3,2,2,2,4
Bangladesh,117652193,1,2,1,2,3,2,4
Bangladesh,208109389,2,1,2,2,2,1,4
Bangladesh,129083201,1,2,1,3,2,4,4
Bangladesh,164859397,2,1,1,2,1,4,4
Bangladesh,183308691,1,2,3,3,1,2,4
Bangladesh,150841307,1,1,1,2,1,2,4
Bangladesh,160191623,2,99,2,2,1,3,4
Bangladesh,155672140,2,1,3,2,2,2,3
Bangladesh,113268450,1,1,1,1,1,1,4
Bangladesh,182405274,2,2,99,99,2,99,2
Bangladesh,198602417,2,1,2,3,2,3,4
Bangladesh,177813867,1,1,1,1,1,2,4
Bangladesh,165593682,2,1,2,3,1,2,4
Bangladesh,125420375,2,1,1,2,1,2,99
Bangladesh,194179618,1,1,1,2,1,99,4
Bangladesh,186426209,2,1,2,2,1,2,2
Bangladesh,191942425,1,2,3,3,2,2,4
Bangladesh,194467363,1,1,1,1,1,1,4
Bangladesh,140155450,2,2,2,3,3,3,2
Bangladesh,210846656,3,1,1,99,1,1,4
Bangladesh,167132725,1,1,1,1,2,3,2
Bangladesh,184030487,3,3,3,4,2,3,4
Bangladesh,174758873,2,99,99,99,2,2,3
Bangladesh,161364709,1,1,1,1,1,1,4
Bangladesh,171388630,1,1,99,99,3,1,4
Bangladesh,183781577,2,1,99,99,1,2,2
Bangladesh,206072955,1,1,2,2,1,99,4
Bangladesh,145929503,1,1,1,2,1,1,3
Bangladesh,118635587,1,2,99,4,2,99,99
Bangladesh,126747916,1,1,1,1,1,4,2
Bangladesh,194580692,99,1,1,2,1,99,4
Bangladesh,163164269,1,3,2,2,3,3,99
Bangladesh,202746535,1,2,2,2,2,2,4
Bangladesh,153172185,1,1,1,1,1,4,4
Bangladesh,141276616,2,1,2,2,1,1,99
Bangladesh,198392236,2,1,1,2,1,2,4
Bangladesh,157357462,2,2,99,2,1,2,4
Bangladesh,161804638,2,2,1,2,2,99,4
Bangladesh,143897397,2,2,2,3,2,3,4
Bangladesh,176777377,2,1,1,3,1,2,4
Bangladesh,116768532,2,2,1,4,1,2,4
Bangladesh,159285885,2,1,1,2,2,2,4
Bangladesh,144036733,4,1,3,2,3,4,4
Bangladesh,196150106,1,4,1,3,1,4,4
Bangladesh,180785047,2,2,1,2,2,3,4
Bangladesh,189354396,3,3,2,4,1,1,4
Bangladesh,196108274,2,2,2,2,2,3,3
Bangladesh,140821482,1,1,1,1,1,1,4
Bangladesh,173930835,2,99,99,99,2,99,2
Bangladesh,122933234,1,1,3,3,1,2,99
Bangladesh,184888608,1,2,2,2,2,2,2
Bangladesh,113669604,1,2,2,2,2,2,4
Bangladesh,160082205,4,1,4,1,1,1,4
Bangladesh,197079284,2,1,2,2,2,2,4
Bangladesh,147857349,1,1,2,2,1,2,4
Bangladesh,147982312,3,1,1,3,2,4,4
Bangladesh,121134386,1,2,1,2,1,1,4
Bangladesh,111962620,2,2,2,3,2,3,2
Bangladesh,116597683,3,1,2,2,2,2,4
Bangladesh,209092248,2,1,99,2,1,2,4
Bangladesh,205016524,2,1,1,1,1,3,4
Bangladesh,138221917,1,1,1,2,1,1,4
Bangladesh,182524419,2,2,2,3,2,2,3
Bangladesh,118921816,2,1,99,2,3,2,4
Bangladesh,151123765,1,2,1,2,2,2,4
Bangladesh,141697578,1,2,99,2,1,1,3
Bangladesh,166440710,2,99,99,4,2,4,4
Bangladesh,149505805,2,1,1,2,1,99,4
Bangladesh,114552623,1,4,4,1,4,4,4
Bangladesh,201138081,1,2,2,3,2,2,4
Bangladesh,181308084,1,1,2,1,1,1,4
Bangladesh,178013598,4,2,3,3,2,99,3
Bangladesh,116650233,1,1,1,1,2,1,4
Bangladesh,210336254,1,1,1,2,2,1,4
Bangladesh,195725436,2,1,1,99,1,2,4
Bangladesh,194500858,2,2,2,2,2,3,4
Bangladesh,188519409,2,3,2,3,2,2,2
Bangladesh,191775450,2,3,1,4,2,4,3
Bangladesh,198440629,1,99,1,3,3,3,3
Bangladesh,141593807,1,2,2,2,2,2,3
Bangladesh,115839484,1,2,2,2,2,3,4
Bangladesh,147501210,1,1,1,2,1,2,4
Bangladesh,118257400,2,2,2,3,1,3,4
Bangladesh,139809584,1,1,1,2,2,1,4
Bangladesh,147140769,2,2,2,2,2,2,3
Bangladesh,197554344,1,99,99,3,1,99,2
Bangladesh,169972580,1,99,3,2,2,2,3
Bangladesh,210721005,3,1,1,1,1,2,4
Bangladesh,160355726,1,1,99,99,1,3,1
Bangladesh,167209425,2,2,2,1,1,3,2
Bangladesh,155527886,1,1,1,1,1,1,4
Bangladesh,188601252,1,1,1,99,1,2,3
Bangladesh,122880910,2,2,2,3,2,1,4
Bangladesh,172256910,2,2,2,2,2,3,4
Bangladesh,185831597,2,2,1,2,2,2,4
Bangladesh,121937284,1,2,3,2,2,2,3
Bangladesh,186937926,1,1,1,1,1,2,4
Bangladesh,145098702,1,1,1,2,2,2,4
Bangladesh,159164771,2,2,99,2,2,3,1
Bangladesh,111539266,4,1,2,2,3,99,4
Bangladesh,126688674,1,2,2,2,2,1,3
Bangladesh,176751313,3,3,99,4,99,99,99
Bangladesh,165930465,3,2,2,3,2,4,4
Bangladesh,131177239,1,2,2,2,2,3,99
Bangladesh,133493933,2,1,1,2,2,2,4
Bangladesh,155692829,2,1,4,2,2,2,4
Bangladesh,144088514,2,2,3,3,3,3,4
Bangladesh,184973900,1,1,1,2,1,2,4
Bangladesh,173761585,1,1,1,1,1,1,3
Bangladesh,175958159,1,1,1,1,4,1,2
Bangladesh,160084006,2,2,1,1,1,1,4
Bangladesh,203945783,3,1,2,2,2,99,4
Bangladesh,147791654,1,1,1,1,1,1,1
Bangladesh,147907685,1,1,1,2,2,99,4
Bangladesh,116149082,3,99,1,99,99,2,3
Bangladesh,136836995,1,1,1,1,1,1,1
Bangladesh,116493519,4,1,2,3,1,2,4
Bangladesh,189491469,3,1,1,2,1,2,4
Bangladesh,130747986,2,3,1,1,4,1,2
Bangladesh,127667828,2,1,2,2,2,1,4
Bangladesh,117007273,2,2,2,3,2,2,3
Bangladesh,181141371,2,1,3,2,2,2,4
Bangladesh,156970011,1,3,1,2,2,1,2
Bangladesh,121787233,2,1,3,2,2,2,4
Bangladesh,155304001,1,1,2,4,1,4,4
Bangladesh,166814182,3,3,2,2,3,2,3
Bangladesh,200625818,2,2,2,2,2,2,4
Bangladesh,197128366,1,1,2,1,2,99,4
Bangladesh,111695318,1,1,3,2,2,1,99
Bangladesh,140011268,2,1,99,2,2,2,4
Bangladesh,204065722,2,2,3,3,3,3,4
Bangladesh,165405484,1,99,2,99,2,2,4
Bangladesh,159804901,1,1,99,99,3,3,4
Bangladesh,170423987,2,2,99,99,2,3,4
Bangladesh,194053053,2,2,2,2,2,2,3
Bangladesh,180043894,4,99,2,4,2,1,2
Bangladesh,177930129,1,1,1,1,2,4,4
Bangladesh,143528145,99,1,1,1,1,1,99
Bangladesh,190130551,2,2,2,2,2,2,4
Bangladesh,143222659,2,99,3,99,2,2,4
Bangladesh,118190150,2,1,2,2,2,1,4
Bangladesh,124318901,2,2,99,2,2,2,2
Bangladesh,199476396,2,1,2,2,2,2,4
Bangladesh,192001353,1,1,1,1,1,2,4
Bangladesh,156738331,2,1,1,2,2,4,4
Bangladesh,187949388,3,2,1,1,1,1,4
Bangladesh,160527936,2,2,2,2,3,2,4
Bangladesh,169113153,2,99,2,2,2,2,2
Bangladesh,195157896,2,2,2,2,1,3,2
Bangladesh,183920048,2,1,1,1,2,2,3
Bangladesh,176040262,2,1,1,2,3,3,4
Bangladesh,176354233,1,99,2,2,1,2,4
Bangladesh,172803678,2,2,2,3,3,3,3
Bangladesh,200821022,3,2,3,3,1,2,4
Bangladesh,163614679,1,2,1,2,3,2,4
Bangladesh,127859887,2,1,1,2,3,2,3
Bangladesh,175090627,2,2,99,99,2,2,2
Bangladesh,205412054,2,2,1,2,2,2,4
Bangladesh,210930208,1,1,1,2,2,2,2
Bangladesh,208268639,1,3,1,2,2,2,4
Bangladesh,193165425,4,1,1,1,1,3,4
Bangladesh,171355193,2,2,2,2,2,2,4
Bangladesh,178008196,1,1,1,1,1,1,4
Bangladesh,198721690,1,2,3,2,3,2,99
Bangladesh,126837214,1,1,1,1,1,1,3
Bangladesh,142429992,2,1,2,3,2,2,3
Bangladesh,147371642,2,2,2,3,3,4,3
Bangladesh,173580234,3,1,1,1,1,1,4
Bangladesh,176732938,99,1,3,2,3,3,99
Bangladesh,170987609,3,2,2,2,2,3,3
Bangladesh,189040058,2,2,2,2,2,2,3
Bangladesh,187595561,2,3,2,2,3,2,3
Bangladesh,188551476,1,1,1,1,1,1,4
Bangladesh,133467643,99,4,3,1,4,99,4
Bangladesh,210333873,1,2,1,2,1,2,3
Bangladesh,122605056,3,1,2,1,1,3,2
Bangladesh,181376573,1,1,2,1,1,2,4
Bangladesh,157680819,1,99,1,99,1,99,4
Bangladesh,159382214,1,1,1,1,1,1,4
Bangladesh,193161553,2,2,99,99,2,2,1
Bangladesh,210615407,2,1,2,1,1,2,4
Bangladesh,124474209,2,1,1,3,2,3,3
Bangladesh,155636729,2,99,2,3,1,2,4
Bangladesh,115232137,3,2,3,3,2,4,4
Bangladesh,163463669,3,2,2,2,1,2,4
Bangladesh,164735259,1,99,3,99,2,2,4
Bangladesh,161561610,2,3,1,3,3,4,4
Bangladesh,164549490,2,99,3,99,2,3,4
Bangladesh,179774701,1,1,1,1,1,1,1
Bangladesh,199645308,4,3,3,3,1,2,4
Bangladesh,139002557,2,3,99,99,2,2,2
Bangladesh,177332301,2,4,2,2,2,2,4
Bangladesh,128253872,2,4,1,4,3,2,4
Bangladesh,117582362,2,2,1,3,3,3,4
Bangladesh,175037590,3,1,1,1,1,1,4
Bangladesh,113303228,99,2,2,2,2,2,4
Bangladesh,172454529,3,99,2,3,1,2,4
Bangladesh,116494492,1,2,1,2,1,1,4
Bangladesh,143876838,1,3,1,2,1,3,4
Bangladesh,144158539,2,2,1,2,1,3,4
Bangladesh,182334851,1,1,99,2,1,99,4
Bangladesh,161906915,2,3,99,3,4,3,4
Bangladesh,124623394,2,2,1,2,2,3,4
Bangladesh,125536284,3,1,1,1,1,99,4
Bangladesh,139949737,1,4,1,1,2,2,4
Bangladesh,141339972,2,3,1,2,1,3,4
Bangladesh,159205279,2,3,3,4,3,4,4
Bangladesh,139527777,2,1,1,2,2,2,3
Bangladesh,114719888,2,2,2,2,2,3,4
Bangladesh,174158060,2,2,99,2,2,2,4
Bangladesh,140631119,1,1,1,1,1,1,4
Bangladesh,136914076,3,2,2,3,2,2,4
Bangladesh,206726133,2,2,2,2,2,2,2
Bangladesh,178258011,2,1,3,1,2,2,4
Bangladesh,145812913,2,2,2,2,2,1,3
Bangladesh,186520396,2,1,3,2,2,2,4
Bangladesh,111299334,1,1,1,1,2,99,4
Bangladesh,159895242,1,1,2,1,3,2,4
Bangladesh,111685294,1,3,1,4,1,1,4
Bangladesh,112653394,2,1,1,2,1,2,4
Bangladesh,167949777,1,1,1,1,1,3,4
Bangladesh,176924492,2,2,2,2,2,2,2
Bangladesh,119913080,2,1,2,2,2,2,4
Bangladesh,197301009,1,1,1,1,1,2,4
Bangladesh,112967151,2,1,1,1,1,1,4
Bangladesh,154904775,1,2,2,99,2,1,4
Bangladesh,115425560,2,3,99,2,3,2,2
Bangladesh,172732994,2,1,1,1,2,99,4
Bangladesh,199457835,2,2,2,3,1,1,4
Bangladesh,194812068,2,99,2,2,2,2,4
Bangladesh,195191646,1,1,2,2,2,2,4
Bangladesh,178347478,2,1,1,1,1,2,4
Bangladesh,120823720,2,1,1,2,2,99,4
Bangladesh,128190796,2,99,2,4,1,2,4
Bangladesh,111203167,3,2,99,99,1,1,4
Bangladesh,182216165,1,4,1,4,2,4,4
Bangladesh,148910776,2,2,2,2,2,1,4
Bangladesh,168898353,1,1,1,3,1,2,3
Bangladesh,177659143,2,2,2,99,2,2,3
Bangladesh,154745288,2,3,1,3,2,3,4
Bangladesh,147009734,2,2,2,2,1,2,4
Bangladesh,158197715,1,1,99,1,2,1,4
Bangladesh,173830312,2,2,2,2,2,2,1
Bangladesh,116618000,1,1,1,3,3,1,4
Bangladesh,150429693,1,2,2,2,1,4,99
Bangladesh,136970896,2,1,1,1,1,2,4
Bangladesh,196887422,2,1,1,1,1,2,3
Bangladesh,116116562,3,3,2,2,3,2,4
Bangladesh,143124791,2,2,2,2,2,3,3
Bangladesh,120165145,1,1,2,2,1,2,4
Bangladesh,207284763,2,2,4,2,4,4,4
Bangladesh,182204882,2,1,2,2,2,2,3
Bangladesh,152093761,1,2,2,2,2,2,4
Bangladesh,129064700,1,2,1,2,1,1,4
Bangladesh,201004922,2,1,1,99,2,99,3
Bangladesh,156269257,2,3,99,99,2,2,2
Bangladesh,177725719,2,2,2,2,2,2,4
Bangladesh,193299579,1,2,1,1,2,2,3
Bangladesh,122940209,2,2,3,2,2,2,4
Bangladesh,128695307,1,3,1,2,3,2,4
Bangladesh,190621761,4,2,99,99,2,2,4
Bangladesh,141695812,2,2,2,1,1,4,4
Bangladesh,157972208,2,2,2,2,3,2,4
Bangladesh,192202788,4,2,1,1,4,2,2
Bangladesh,182227543,4,2,2,3,2,3,4
Bangladesh,136922020,4,2,1,2,1,2,4
Bangladesh,167432059,2,3,2,2,2,2,4
Bangladesh,127217118,99,1,1,2,1,3,4
Bangladesh,116801296,99,99,99,99,99,99,99
Bangladesh,145589311,1,1,1,2,1,2,4
Bangladesh,167630797,2,1,1,1,1,2,4
Bangladesh,176048363,1,99,1,1,2,99,4
Bangladesh,162138194,2,1,2,2,2,2,4
Bangladesh,118477604,1,1,2,2,2,2,3
